"Variável";"Localidade";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024"
"Percentual da População Atendida com Esgoto (%)";"Edéia";"100,00";"100,0";"100,0";"100,00";"100";"100";"100";"100";"0";"100";"100"
"Percentual da População Atendida com Esgoto (%)";"Estrela do Norte";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Faina";"[1]";"[1]";"[1]";"[1]";" [1] ";"[1]";"[1]";"[1]";"0";"[1]";"[1]"
"Percentual da População Atendida com Esgoto (%)";"Fazenda Nova";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"97";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Firminópolis";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"96";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Flores de Goiás";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"38";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Formosa";"52,60";"57,5";"81,9";"82,10";"95,6";"94,5";"95";"97,9";"90";"99,39";"100"
"Percentual da População Atendida com Esgoto (%)";"Formoso";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"56";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Gameleira de Goiás";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Goianápolis";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"87";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Goiandira";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Goianésia";"77,70";"86,9";"90,1";"91,40";"94,7";"94,1";"97";"97,1";"0";"97,12";"97,12"
"Percentual da População Atendida com Esgoto (%)";"Goiânia";"84,10";"88,2";"91,1";"92,40";"93,3";"93,4";"94";"94,3";"0";"98,78";"98,96"
"Percentual da População Atendida com Esgoto (%)";"Goianira";"36,40";"38,7";"39,5";"39,20";"38,8";"38,8";"39";"38,4";"0";"37,43";"37,01"
"Percentual da População Atendida com Esgoto (%)";"Goiás";"45,80";"48,5";"62,8";"70,30";"74,7";"86,5";"87";"88,4";"0";"90,89";"91,06"
"Percentual da População Atendida com Esgoto (%)";"Goiatuba";"27,60";"42,8";"44,5";"50,60";"51,8";" -   ";"54";"54,7";"0";"56,24";"56,74"
"Percentual da População Atendida com Esgoto (%)";"Gouvelândia";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Guapó";"66,70";"68,4";"71,1";"79,50";"82,3";"82,8";"84";"86,3";"0";"87,75";"87,75"
"Percentual da População Atendida com Esgoto (%)";"Guaraíta";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Guarani de Goiás";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"81";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Guarinos";"[1]";"[1]";"[1]";"[1]";" [1] ";"[1]";"[1]";"[1]";"0";"[1]";"0"
"Percentual da População Atendida com Esgoto (%)";"Heitoraí";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"79";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Hidrolândia";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Hidrolina";"-";"-";"-";"-";"0,1";" -   ";" -   ";"0";"63";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Iaciara";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Inaciolândia";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Indiara";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Inhumas";"69,90";"76,6";"79,7";"80,70";"80,3";" -   ";"80";"80,8";"0";"80,87";"80,29"
"Percentual da População Atendida com Esgoto (%)";"Ipameri";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"[1]";"[1]"
"Percentual da População Atendida com Esgoto (%)";"Ipiranga de Goiás";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"100";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Iporá";"23,10";"32,9";"40,1";"42,50";"42,5";"51,2";"52";"52,4";"0";"91,95";"93,57"
"Percentual da População Atendida com Esgoto (%)";"Israelândia";"-";"-";"0,1";"-";" -   ";" -   ";" -   ";"0";"86";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Itaberaí";"65,60";"66,0";"66,0";"65,60";"65,3";"64,7";"64";"63,2";"100";"62,47";"62,25"
"Percentual da População Atendida com Esgoto (%)";"Itaguari";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Itaguaru";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Itajá";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"60";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Itapaci";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"99";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Itapirapuã";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Itapuranga";"92,30";"94,3";"97,7";"100,00";"100";"100";"100";"100";"0";"100";"100"
"Percentual da População Atendida com Esgoto (%)";"Itarumã";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"100";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Itauçu";"86,00";"86,0";"86,0";"86,00";"86";"86";"86";"86,1";"100";"86,06";"86,06"
"Percentual da População Atendida com Esgoto (%)";"Itumbiara";"96,20";"100,0";"100,0";"100,00";"100";"100";"100";"100";"100";"100";"100"
"Percentual da População Atendida com Esgoto (%)";"Ivolândia";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Jandaia";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"23";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Jaraguá";"26,90";"29,7";"29,9";"31,10";"30,7";"30,5";"30";"30";"0";"59,33";"58,77"
"Percentual da População Atendida com Esgoto (%)";"Jataí";"68,20";"70,2";"79,6";"89,40";"89,4";"97,4";"99";"99,1";"0";"99,05";"99,05"
"Percentual da População Atendida com Esgoto (%)";"Jaupaci";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"81";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Jesúpolis";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Joviânia";"95,50";"100,0";"100,0";"100,00";"100";"100";"100";"100";"0";"100";"100"
"Percentual da População Atendida com Esgoto (%)";"Jussara";"81,90";"84,3";"95,0";"96,00";"98,1";"98,4";"99";"99,2";"100";"99,83";"100"
"Percentual da População Atendida com Esgoto (%)";"Lagoa Santa";"82,00";"100,0";"100,0";"100,00";"100";"100";"100";"100";"77";"100";"100"
"Percentual da População Atendida com Esgoto (%)";"Leopoldo de Bulhões";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"[1]";"[1]"
"Percentual da População Atendida com Esgoto (%)";"Luziânia";"18,40";"18,5";"18,0";"18,30";"19,9";"21";"22";"22,6";"0";"24,47";"26,12"
"Percentual da População Atendida com Esgoto (%)";"Mairipotaba";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"62";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Mambaí";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"55";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Mara Rosa";"69,60";"71,7";"78,6";"80,20";"80,3";"80,5";"80";"80,4";"0";"81,16";"81,93"
"Percentual da População Atendida com Esgoto (%)";"Marzagão";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"88";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Matrinchã";"[1]";"[1]";"[1]";"[1]";" -   ";"[1]";"[1]";"[1]";"0";"[1]";"[1]"
"Percentual da População Atendida com Esgoto (%)";"Maurilândia";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Mimoso de Goiás";"100,00";"100,0";"100,0";"100,00";"100";"100";"100";"100";"0";"100";"100"
"Percentual da População Atendida com Esgoto (%)";"Minaçu";"-";"-";"54,1";"59,10";"60,9";"63,8";"69";"76,4";"0";"77,14";"77,79"
"Percentual da População Atendida com Esgoto (%)";"Mineiros";"[1]";"[1]";"[1]";"[1]";" [1] ";"[1]";"[1]";"[1]";"0";"[1]";"[1]"
"Percentual da População Atendida com Esgoto (%)";"Moiporá";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Monte Alegre de Goiás";"-";"-";"0,1";"-";" -   ";" -   ";" -   ";"0";"44";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Montes Claros de Goiás";"5,20";"28,2";"33,6";"47,40";"60";"60,3";"61";"62";"0";"62,75";"62,96"
"Percentual da População Atendida com Esgoto (%)";"Montividiu";"51,10";"56,3";"56,4";"56,20";"57,5";"56,7";"56";"56,1";"0";"55,36";"54,71"
"Percentual da População Atendida com Esgoto (%)";"Montividiu do Norte";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Morrinhos";"72,50";"78,0";"81,5";"82,50";"83,8";"84,9";"87";"87,3";"0";"88,72";"88,98"
"Percentual da População Atendida com Esgoto (%)";"Morro Agudo de Goiás";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Mossâmedes";"[1]";"[1]";"[1]";"[1]";" [1] ";"[1]";"[1]";"[1]";"0";"[1]";"[1]"
"Percentual da População Atendida com Esgoto (%)";"Mozarlândia";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Mundo Novo";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"39";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Mutunópolis";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Nazário";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Nerópolis";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Niquelândia";"26,80";"26,9";"34,7";"41,00";"44,2";"43,7";"44";"43,5";"0";"43,6";"43,66"
"Percentual da População Atendida com Esgoto (%)";"Nova América";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"83";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Nova Aurora";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Nova Crixás";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"100";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Nova Glória";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Nova Iguaçu de Goiás";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Nova Roma";"[1]";"[1]";"[1]";"[1]";" [1] ";"[1]";"[1]";"[1]";"100";"[1]";"[1]"
"Percentual da População Atendida com Esgoto (%)";"Nova Veneza";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Novo Brasil";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Novo Gama";"21,30";"22,3";"22,2";"22,00";"33,5";"34,2";"35";"35,4";"0";"39,95";"41,65"
"Percentual da População Atendida com Esgoto (%)";"Novo Planalto";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"94";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Orizona";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Ouro Verde de Goiás";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"22";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Ouvidor";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"40";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Padre Bernardo";"100,00";"100,0";"100,0";"100,00";"100";"100";"100";"82,8";"99";"82,79";"82,79"
"Percentual da População Atendida com Esgoto (%)";"Palestina de Goiás";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"100";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Palmeiras de Goiás";"89,00";"94,4";"100,0";"100,00";"100";"100";"100";"100";"76";"100";"100"
"Percentual da População Atendida com Esgoto (%)";"Palmelo";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Palminópolis";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Panamá";"[1]";"[1]";"[1]";"[1]";" [1] ";"[1]";"[1]";"[1]";"95";"[1]";"[1]"
"Percentual da População Atendida com Esgoto (%)";"Paranaiguara";"[1]";"[1]";"[1]";"[1]";" [1] ";"[1]";"[1]";"[1]";"0";"[1]";"[1]"
"Percentual da População Atendida com Esgoto (%)";"Paraúna";"100,00";"100,0";"100,0";"100,00";"100";"100";"100";"100";"100";"100";"100"
"Percentual da População Atendida com Esgoto (%)";"Perolândia";"-";"-";"-";"-";"0,1";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Petrolina de Goiás";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Pilar de Goiás";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"99";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Piracanjuba";"94,10";"94,1";"94,1";"94,10";"94,1";"94,1";"94";"94,1";"90";"94,13";"94,13"
"Percentual da População Atendida com Esgoto (%)";"Piranhas";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"77";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Pirenópolis";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"30,86";"30,68"
"Percentual da População Atendida com Esgoto (%)";"Pires do Rio";"35,30";"37,6";"38,1";"38,60";"38,8";"39,2";"39";"40";"0";"39,98";"40,09"
"Percentual da População Atendida com Esgoto (%)";"Planaltina";"28,60";"36,2";"60,4";"65,30";"67,2";"73,1";"99";"98,6";"0";"98,62";"98,62"
"Percentual da População Atendida com Esgoto (%)";"Pontalina";"98,90";"100,0";"100,0";"100,00";"100";"100";"100";"100";"100";"100";"100"
"Percentual da População Atendida com Esgoto (%)";"Porangatu";"-";"-";"-";"-";"10,8";"18,1";"27";"53,5";"0";"77,75";"78,20"
"Percentual da População Atendida com Esgoto (%)";"Porteirão";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Portelândia";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Posse";"92,70";"92,9";"97,3";"97,90";"97,9";"97,2";"97";"95,6";"0";"94,32";"93,77"
"Percentual da População Atendida com Esgoto (%)";"Professor Jamil";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Quirinópolis";"93,60";"98,7";"100,0";"100,00";"100";"100";"100";"100";"0";"100";"100"
"Percentual da População Atendida com Esgoto (%)";"Rialma";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Rianápolis";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"63";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Rio Quente";"[1]";"[1]";"[1]";"[1]";" [1] ";"[1]";"[1]";"[1]";"0";"[1]";"[1]"
"Percentual da População Atendida com Esgoto (%)";"Rio Verde";"48,00";"49,4";"53,4";"59,70";"62,2";"69";"74";"96,6";"0";"99,09";"99,09"
"Percentual da População Atendida com Esgoto (%)";"Rubiataba";"95,80";"98,3";"90,2";"90,20";"90,2";"90,2";"90";"90,3";"0";"90,25";"90,25"
"Percentual da População Atendida com Esgoto (%)";"Sanclerlândia";"-";"-";"12,1";"73,60";"75,2";"76,4";"77";"77,4";"100";"77,63";"78,38"
"Percentual da População Atendida com Esgoto (%)";"Santa Bárbara de Goiás";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"99";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Santa Cruz de Goiás";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Santa Fé de Goiás";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"64";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Santa Helena de Goiás";"98,90";"100,0";"100,0";"100,00";"100";"100";"100";"100";"0";"100";"100"
"Percentual da População Atendida com Esgoto (%)";"Santa Isabel";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Santa Rita do Araguaia";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Santa Rita do Novo Destino";"[1]";"[1]";"[1]";"[1]";" [1] ";"[1]";"[1]";"[1]";"100";"[1]";"[1]"
"Percentual da População Atendida com Esgoto (%)";"Santa Rosa de Goiás";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Santa Tereza de Goiás";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Santa Terezinha de Goiás";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Santo Antônio da Barra";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Santo Antônio de Goiás";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"87";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Santo Antônio do Descoberto";"52,80";"57,2";"59,3";"61,80";"62,1";"62,4";"63";"63,7";"0";"63,1";"63,85"
"Percentual da População Atendida com Esgoto (%)";"São Domingos";"-";"-";"-";"-";" -   ";"0,1";" -   ";"0";"79";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"São Francisco de Goiás";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"São João d'Aliança";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"0";"0"
"Percentual da População Atendida com Esgoto (%)";"São João da Paraúna";"100,00";"100,0";"100,0";"100,00";"100";"100";"100";"100";"0";"100";"100"
"Percentual da População Atendida com Esgoto (%)";"São Luis de Montes Belos";"69,40";"73,1";"81,0";"83,70";"88,8";"95,9";"97";"99";"74";"99,31";"99,31"
"Percentual da População Atendida com Esgoto (%)";"São Luiz do Norte";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"3";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"São Miguel do Araguaia";"31,10";"31,5";"33,3";"33,70";"39,7";"46,5";"47";"47,8";"0";"65,78";"67,35"
"Percentual da População Atendida com Esgoto (%)";"São Miguel do Passa Quatro";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"53";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"São Patrício";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"São Simão";"[1]";"[1]";"[1]";"[1]";" [1] ";"[1]";"[1]";"[1]";"0";"[1]";"[1]"
"Percentual da População Atendida com Esgoto (%)";"Senador Canedo";"[1]";"[1]";"[1]";"[1]";" [1] ";"[1]";"[1]";"[1]";"100";"[1]";"[1]"
"Percentual da População Atendida com Esgoto (%)";"Serranópolis";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Silvânia";"93,20";"95,4";"99,6";"100,00";"100";"100";"100";"100";"0";"100";"100"
"Percentual da População Atendida com Esgoto (%)";"Simolândia";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Sítio d'Abadia";"...";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Taquaral de Goiás";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"87";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Teresina de Goiás";"-";"0,1";"0,1";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Terezópolis de Goiás";"-";"84,1";"86,6";"87,40";"89,2";"88,3";"88";"87,1";"79";"88,08";"89,94"
"Percentual da População Atendida com Esgoto (%)";"Três Ranchos";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Trindade";"43,70";"44,0";"52,5";"61,90";"65,7";"68,4";"69";"74,5";"0";"99,84";"100"
"Percentual da População Atendida com Esgoto (%)";"Trombas";"[2]";"[2]";"[1]";"[1]";" [1] ";"[1]";"[1]";"[1]";"0";"[1]";"[1]"
"Percentual da População Atendida com Esgoto (%)";"Turvânia";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"74";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Turvelândia";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"3";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Uirapuru";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Uruaçu";"50,30";"57,1";"60,7";"62,70";"67,6";"71,5";"72";"71,8";"53";"74,41";"75,75"
"Percentual da População Atendida com Esgoto (%)";"Uruana";"3,30";"3,2";"3,2";"3,20";"3,2";"3,2";"3";"3";"0";"15,24";"15,14"
"Percentual da População Atendida com Esgoto (%)";"Urutaí";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"72";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Valparaíso de Goiás";"39,50";"41,1";"44,5";"45,50";"48,9";"48,5";"51";"52,4";"0";"54,65";"54,24"
"Percentual da População Atendida com Esgoto (%)";"Varjão";"-";"-";"-";"-";" -   ";"0,1";" -   ";"0";"0";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Vianópolis";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"72";"71,29";"75,38"
"Percentual da População Atendida com Esgoto (%)";"Vicentinópolis";"[2]";"[2]";"[1]";"[1]";" [1] ";"[1]";"[1]";"[1]";"0";"[1]";"[1]"
"Percentual da População Atendida com Esgoto (%)";"Vila Boa";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"[1]";"-";"0"
"Percentual da População Atendida com Esgoto (%)";"Vila Propício";"-";"-";"-";"-";" -   ";" -   ";" -   ";"0";"0";"-";"0"
